,customerID,proba
150,6791-YBNAK,0.14181915
151,3055-MJDSB,0.28474933
152,2788-CJQAQ,0.03224679
153,0668-OGMHD,0.19695838
154,2223-KAGMX,0.15303397
155,7617-EYGLW,0.32618824
156,4030-VPZBD,0.73910743
157,1257-SXUXQ,0.15024729
158,5158-RIVOP,0.012615454
159,9788-YTFGE,0.08097453
160,9277-JOOMO,0.17490192
161,1725-MIMXW,0.35917148
162,0114-RSRRW,0.16461538
163,0031-PVLZI,0.14818078
164,7537-RBWEA,0.6013457
165,1768-ZAIFU,0.86634237
166,1934-SJVJK,0.3933177
167,2017-CCBLH,0.009972487
168,5469-NUJUR,0.009200334
169,7266-GSSJX,0.077002525
170,5624-RYAMH,0.21114847
171,4291-HPAXL,0.3920218
172,2592-YKDIF,0.35241106
173,3131-NWVFJ,0.03420092
174,7521-YXVZY,0.116460025
175,6240-EURKS,0.38609913
176,7677-SJJJK,0.03789151
177,6806-YDEUL,0.20900008
178,1735-XMJVH,0.15508808
179,7893-IXHRQ,0.31155366
180,6979-TNDEU,0.07292664
181,5067-DGXLL,0.12309337
182,8605-ITULD,0.334993
183,2667-WYLWJ,0.08178608
184,3195-TQDZX,0.16486259
185,5014-GSOUQ,0.007458444
186,0661-XEYAN,0.8474625
187,1925-GMVBW,0.15517144
188,6184-DYUOB,0.20334466
189,3012-VFFMN,0.12464649
190,4881-GQJTW,0.08331168
191,9818-XQCUV,0.14920312
192,8259-NFJTV,0.31485885
193,2812-SFXMJ,0.34375906
194,5312-TSZVC,0.04055674
195,2782-JEEBU,0.13510542
196,8246-SHFGA,0.08040346
197,0620-XEFWH,0.08021107
198,2387-KDZQY,0.026191514
199,6022-KOUQO,0.42432687
200,2351-RRBUE,0.04340448
201,3307-TLCUD,0.20679888
202,2967-MXRAV,0.04708542
203,8388-DMKAE,0.012105596
204,4403-BWPAY,0.037970655
205,3283-WCWXT,0.01583734
206,8332-OSJDW,0.036697917
207,0375-HVGXO,0.82509387
208,8158-WPEZG,0.2775594
209,7279-NMVJC,0.042917732
210,2587-YNLES,0.010919999
211,1015-OWJKI,0.15487489
212,7551-JOHTI,0.334993
213,2243-FNMMI,0.059013598
214,0516-VRYBW,0.03873919
215,5687-DKDTV,0.14818078
216,7492-TAFJD,0.015574059
217,5442-PPTJY,0.010830748
218,1663-MHLHE,0.15487489
219,1349-WXNGG,0.40224004
220,9350-ZXYJC,0.023847053
221,7369-TRPFD,0.029897487
222,2485-ITVKB,0.8542643
223,9575-IWCAZ,0.04159247
224,0463-WZZKO,0.13360219
225,8069-YQQAJ,0.28990376
226,6770-XUAGN,0.41905752
227,0754-EEBDC,0.009220611
228,5777-ZPQNC,0.05735596
229,3750-YHRYO,0.037974432
230,6637-KYRCV,0.5417672
231,2792-VPPET,0.15438059
232,3247-MHJKM,0.3933177
233,1964-SVLEA,0.030253971
234,0854-UYHZD,0.013389693
235,7243-LCGGZ,0.3786845
236,8267-KFGYD,0.26822078
237,0420-BWTPW,0.29518622
238,5882-CMAZQ,0.2974498
239,4425-OWHWB,0.033578448
240,4703-MQYKT,0.008708585
241,3190-FZATL,0.07443027
242,8901-HJXTF,0.22674362
243,3977-QCRSL,0.14818078
244,4452-ROHMO,0.011377762
245,5349-AZPEW,0.33268464
246,8305-VHZBZ,0.546688
247,3546-GHEAE,0.01624556
248,2550-QHZGP,0.040101785
249,2538-OIMXF,0.45296684
250,3061-BCKYI,0.07143598
251,3486-KHMLI,0.058786396
252,4897-QSUYC,0.5438875
253,3806-DXQOM,0.5297107
254,5555-RNPGT,0.10754317
255,1057-FOGLZ,0.074264504
256,0761-AETCS,0.31479493
257,3744-ZBHON,0.182542
258,0673-IGUQO,0.2956523
259,7802-EFKNY,0.59592414
260,8974-OVACP,0.39062583
261,8612-GXIDD,0.021097487
262,6648-INWPS,0.097224034
263,2023-VQFDL,0.08928393
264,1345-GKDZZ,0.1276565
265,8007-YYPWD,0.02282495
266,5039-LZRQT,0.032376047
267,1178-PZGAB,0.032300044
268,7311-MQJCH,0.06401804
269,6131-IUNXN,0.060337126
270,4365-MSDYN,0.13596511
271,8076-FEZKJ,0.03028356
272,5197-YPYBZ,0.019032538
273,0829-DDVLK,0.035716157
274,9030-QGZNL,0.009742432
275,2672-DZUOY,0.7288064
276,8499-BRXTD,0.026425574
277,9367-OIUXP,0.12397865
278,3097-PYWXL,0.11989891
279,9796-MVYXX,0.039755393
280,7874-ECPQJ,0.17023648
281,7089-RKVSZ,0.036264144
282,3981-QSVQI,0.18220617
283,9424-CMPOG,0.0113407215
284,2712-SYWAY,0.27828002
285,9101-NTIXF,0.16027816
286,7649-PHJVR,0.03130308
287,3787-TRIAL,0.2053306
288,5156-UMKOW,0.31243595
289,1226-JZNKR,0.08718843
290,7389-KBFIT,0.55761516
291,7623-HKYRK,0.1276565
292,4307-KWMXE,0.16564086
293,3694-DELSO,0.29652593
294,1133-KXCGE,0.029269706
295,1049-FYSYG,0.31986734
296,7854-FOKSF,0.70662266
297,8263-JQAIK,0.79264647
298,1465-WCZVT,0.18339452
299,8884-MRNSU,0.038800433
300,7140-ADSMJ,0.0743151
301,1740-CSDJP,0.7752376
302,6164-HXUGH,0.17750245
303,6476-EPYZR,0.09150407
304,2333-KWEWW,0.009422888
305,5702-SKUOB,0.17853232
306,5766-ZJYBB,0.34405568
307,0188-GWFLE,0.15943031
308,2882-DDZPG,0.1523075
309,9137-NOQKA,0.1359953
310,7996-BPXHY,0.022181772
311,2266-FUBDZ,0.015699096
312,0380-ZCSBI,0.07692573
313,3750-RNQKR,0.1131833
314,1790-NESIO,0.012909615
315,4323-SADQS,0.35005328
316,4588-YBNIB,0.4879923
317,2011-TRQYE,0.3015769
318,8562-GHPPI,0.28318474
319,4986-MXSFP,0.13616899
320,7473-ZBDSN,0.014618025
321,6849-WLEYG,0.36517975
322,1855-CFULU,0.20907497
323,2466-NEJOJ,0.119133756
324,8150-QUDFX,0.15753627
325,5133-VRSAB,0.17016122
326,5996-DAOQL,0.3180833
327,1866-ZSLJM,0.04657581
328,4236-UJPWO,0.6231392
329,9929-PLVPA,0.15517144
330,2371-JUNGC,0.08192117
331,8295-FHIVV,0.1660084
332,1179-INLAT,0.05233686
333,7909-FIOIY,0.1186981
334,6351-SCJKT,0.26838022
335,5624-BQSSA,0.3786845
336,2439-QKJUL,0.12397865
337,1194-SPVSP,0.32373288
338,2408-WITXK,0.6941915
339,1429-UYJSV,0.04554194
340,5577-OTWWW,0.16440715
341,4860-YZGZM,0.12363423
342,0519-DRGTI,0.055950522
343,6158-DWPZT,0.23143603
344,1015-JPFYW,0.040101785
345,7610-TVOPG,0.108984254
346,8559-WNQZS,0.012077373
347,2002-MZHWP,0.35241106
348,9743-DQKQW,0.5967132
349,6838-HVLXG,0.09268796
350,9512-PHSMG,0.080117784
351,6746-WAUWT,0.037224498
352,2668-TZSPS,0.2956523
353,9522-ZSINC,0.036413934
354,0953-LGOVU,0.14654775
355,0208-BPQEJ,0.18821275
356,3345-JHUEO,0.14843826
357,2576-HXMPA,0.26085025
358,3237-AJGEH,0.44111997
359,4830-FAXFM,0.07345415
360,5906-BFOZT,0.3491499
361,3308-MHOOC,0.33070466
362,2309-OSFEU,0.5019425
363,4177-JPDFU,0.1919911
364,2239-CFOUJ,0.09136914
365,2209-XADXF,0.4662345
366,1038-RQOST,0.053141937
367,4568-TTZRT,0.123904966
368,8084-OIVBS,0.02966353
369,8896-BQTTI,0.26838914
370,3352-RICWQ,0.013638696
371,6377-KSLXC,0.11312656
372,1796-JANOW,0.144151
373,8735-NBLWT,0.123904966
374,1614-JBEBI,0.10727096
375,5696-EXCYS,0.009432333
376,3677-IYRBF,0.8412067
377,0268-QKIWO,0.25077906
378,1784-BXEFA,0.1267034
379,1777-JYQPJ,0.4537154
380,8631-XVRZL,0.028207539
381,8189-DUKMV,0.060931645
382,6032-IGALN,0.6013457
383,2410-CIYFZ,0.11625693
384,5505-OVWQW,0.029269706
385,9174-FKWZE,0.590753
386,6569-KTMDU,0.16100998
387,5222-JCXZT,0.07118446
388,2739-CCZMB,0.1300018
389,1142-WACZW,0.45085612
390,4892-VLANZ,0.3920218
391,7968-QUXNS,0.06369808
392,6029-CSMJE,0.17523898
393,1345-ZUKID,0.035818685
394,8908-SLFCJ,0.010653551
395,9766-HGEDE,0.031928822
396,6734-CKRSM,0.13942802
397,7890-VYYWG,0.75460434
398,9907-SWKKF,0.78235316
399,5384-ZTTWP,0.15356137
400,7636-OWBPG,0.24797003
401,1407-DIGZV,0.009597516
402,4393-OBCRR,0.044926453
403,6972-SNKKW,0.11485989
404,3694-GLTJM,0.2051858
405,4359-INNWN,0.029205218
406,3594-IVHJZ,0.14886051
407,5960-MVTUK,0.4514587
408,3082-VQXNH,0.32963818
409,0750-EKNGL,0.10485021
410,0928-JMXNP,0.65815645
411,3148-BLQJT,0.3933177
412,3717-FDJFU,0.010344044
413,3665-JATSN,0.44703174
414,6924-TDGMT,0.04520879
415,7365-BVCJH,0.70058185
416,1245-HARPS,0.009916909
417,4323-ELYYB,0.027760314
418,1843-TLSGD,0.013409146
419,7075-BNDVQ,0.35765404
420,1336-EZFZY,0.13553798
421,2706-QZIHY,0.01854943
422,9122-UMROB,0.2956523
423,4232-JGKIY,0.15015642
424,5016-ETTFF,0.34756792
425,7644-OMVMY,0.014129858
426,4573-JKNAE,0.01982543
427,9817-APLHW,0.11837648
428,4616-EWBNJ,0.04280619
429,3623-FQBOX,0.033825573
430,3865-ZFZIB,0.01070619
431,4946-EDSEW,0.2140976
432,9629-NHXFW,0.35770276
433,0396-HUJBP,0.18109107
434,3530-CRZSB,0.12585467
435,7234-KMNRQ,0.07118446
436,9618-LFJRU,0.15517144
437,8566-YPRGL,0.36195338
438,0247-SLUJI,0.35982278
439,8610-ZIKJJ,0.09816619
440,0975-VOOVL,0.30509514
441,0426-TIRNE,0.3786845
442,1335-NTIUC,0.4683653
443,4558-CGYCZ,0.17501068
444,4063-EIKNQ,0.13223122
445,8393-JMVMB,0.33426255
446,6036-TTFYU,0.11243278
447,2332-EFBJY,0.109327964
448,4311-QTTAI,0.036260694
449,4318-RAJVY,0.053700123
450,0895-LNKRC,0.040101785
451,9847-HNVGP,0.024120802
452,6696-YDAYZ,0.009426368
453,4634-JLRJT,0.37684438
454,8722-NGNBH,0.27443895
455,9026-LHEVG,0.21503794
456,2933-FILNV,0.5894239
457,3243-ZHOHY,0.032376047
458,7527-QNRUS,0.019227931
459,9986-BONCE,0.21725972
460,6319-QSUSR,0.11674856
461,4083-EUGRJ,0.123904966
462,1991-VOPLL,0.07292664
463,0612-RTZZA,0.8016779
464,2259-OUUSZ,0.14746861
465,9753-OYLBX,0.35241106
466,6656-JWRQX,0.49161133
467,1240-KNSEZ,0.546688
468,0836-SEYLU,0.3922748
469,5616-PRTNT,0.12803504
470,9483-GCPWE,0.045493327
471,6698-OXETB,0.008268426
472,3724-BSCVH,0.033404063
473,2839-RFSQE,0.15745087
474,7010-ZMVBF,0.060337126
475,2926-JEJJC,0.050984353
476,1816-FLZDK,0.37860012
477,7096-UCLNH,0.34375906
478,9136-ALYBR,0.6361593
479,6674-KVJHG,0.06261282
480,1814-DKOLC,0.17196026
481,8260-NGFNY,0.48503092
482,0310-VQXAM,0.17491274
483,6598-RFFVI,0.16528945
484,6278-FEPBZ,0.14809513
485,7698-YFGEZ,0.388549
486,7785-RDVIG,0.18499242
487,8573-JGCZW,0.043266337
488,3213-VVOLG,0.018345252
489,6870-ECSHE,0.09816619
490,8387-UGUSU,0.08373402
491,8439-LTUGF,0.066336915
492,7291-CDTMJ,0.33838966
493,3675-EQOZA,0.15901671
494,9862-KJTYK,0.111180596
495,5701-SVCWR,0.3316774
496,3129-AAQOU,0.016710853
497,2592-HODOV,0.032317232
498,3824-RHKVR,0.08707293
499,5999-LCXAO,0.3192388
500,5759-RCVCB,0.50869846
501,1093-YSWCA,0.0082581015
502,7950-XWOVN,0.18665065
503,4390-KYULV,0.13360219
504,5396-IZEPB,0.13087842
505,1729-VLAZJ,0.0611621
506,5712-VBOXD,0.14337254
507,1559-DTODC,0.18619215
508,4797-MIWUM,0.11562152
509,4537-CIBHB,0.046897244
510,3815-SLMEF,0.29905003
511,7421-ZLUPA,0.27400964
512,5261-QSHQM,0.6189159
513,1334-FJSVR,0.7514225
514,7634-WSWDB,0.4069174
515,2565-JSLRY,0.35528702
516,3727-JEZTU,0.35241106
517,4255-DDUOU,0.37684438
518,5863-OOKCL,0.060192168
519,1329-VHWNP,0.3259873
520,5590-YRFJT,0.40661913
521,4054-CUMIA,0.051903326
522,7239-HZZCX,0.36517975
523,3423-HHXAO,0.05352442
524,6537-QLGEX,0.48089758
525,3847-BAERP,0.08607509
526,0670-KDOMA,0.37684438
527,5356-RHIPP,0.546688
528,6624-JDRDS,0.2733231
529,0746-JTRFU,0.7550604
530,2466-FCCPT,0.037876576
531,3724-UCSHY,0.1276565
532,4439-YRNVD,0.21131839
533,2876-VBBBL,0.37684438
534,6834-NXDCA,0.6208706
535,7777-UNYHB,0.08857741
536,2465-BLLEU,0.38065678
537,9025-ZRPVR,0.1771038
538,1905-OEILC,0.334993
539,4685-TFLLS,0.05157414
540,5482-PLVPE,0.7745827
541,6917-IAYHD,0.34298658
542,8620-RJPZN,0.3544648
543,2428-ZMCTB,0.08409665
544,3146-JTQHR,0.06469482
545,4291-YZODP,0.03928888
546,9027-YFHQJ,0.11740379
547,7926-IJOOU,0.30132014
548,5345-BMKWB,0.10381973
549,0307-BCOPK,0.034529224
550,2542-HYGIQ,0.34898245
551,6124-ACRHJ,0.36594063
552,1087-UDSIH,0.20334466
553,2692-PFYTJ,0.2701478
554,5955-EPOAZ,0.11499489
555,7734-DBOAI,0.58945864
556,2187-LZGPL,0.48654985
557,5808-TOTXO,0.052714508
558,2700-LUEVA,0.2795968
559,6121-VZNQB,0.35291195
560,6671-NGWON,0.12585467
561,3806-YAZOV,0.08870993
562,7998-ZLXWN,0.098056085
563,2592-SEIFQ,0.64794827
564,3372-CDXFJ,0.047886822
565,4781-ZXYGU,0.5590561
566,2520-SGTTA,0.013380618
567,1930-BZLHI,0.021152839
568,5868-YTYKS,0.3180833
569,3525-DVKFN,0.011184014
570,3373-YZZYM,0.17254248
571,0023-HGHWL,0.8722792
572,5215-LNLDJ,0.33779067
573,1850-AKQEP,0.123904966
574,5372-FBKBN,0.055950522
575,1045-LTCYT,0.14305258
576,4729-XKASR,0.5871092
577,0137-UDEUO,0.21225652
578,8410-BGQXN,0.1559118
579,7083-YNSKY,0.10592966
580,4693-VWVBO,0.21812937
581,7434-SHXLS,0.3786845
582,4116-IQRFR,0.05730831
583,7853-WNZSY,0.29612714
584,8606-OEGQZ,0.01884133
585,0967-BMLBD,0.032089412
586,3506-LCJDC,0.42349768
587,6728-WYQBC,0.33076414
588,1385-TQOZW,0.1141342
589,4804-NCPET,0.00933075
590,7787-BNTZM,0.13712893
591,4877-EVATK,0.388549
592,1386-ZIKUV,0.1512805
593,8746-OQQRW,0.14708911
594,3181-MIZBN,0.14022698
595,1494-EJZDW,0.010051249
596,8003-EWNDZ,0.0929445
597,9256-JTBNZ,0.121731654
598,3594-KADLU,0.2298996
599,1734-ZMNTZ,0.017224768
600,4732-RRJZC,0.10485021
601,3007-FDPEA,0.16485105
602,6112-KTHFQ,0.13964747
603,4760-XOHVN,0.334993
604,9426-SXNHE,0.1150901
605,9895-VFOXH,0.46857095
606,0883-EIBTI,0.32543287
607,5537-UXXVS,0.08762434
608,3011-WQKSZ,0.07118367
609,2832-SCUCO,0.16754413
610,0594-UFTUL,0.08650257
611,7816-VGHTO,0.020743744
612,3556-BVQGL,0.021253124
613,4211-MMAZN,0.2956523
614,8748-HFWBO,0.02387972
615,0373-AIVNJ,0.06737735
616,8785-EPNCG,0.16506106
617,1064-FBXNK,0.09365424
618,7762-ONLJY,0.045821533
619,1622-HSHSF,0.36195338
620,7808-DVWEP,0.15776777
621,0366-NQSHS,0.17934802
622,4182-BGSIQ,0.17590706
623,7814-LEEVE,0.38866448
624,6654-QGBZZ,0.3597008
625,4654-GGUII,0.0671341
626,0056-EPFBG,0.017039254
627,6344-SFJVH,0.1611354
628,7321-ZNSLA,0.012920625
629,2320-YKQBO,0.16955258
630,5233-GEEAX,0.56161064
631,2673-ZALNP,0.04246516
632,2533-TIBIX,0.15919904
633,8993-PHFWD,0.65492445
634,6040-CGACY,0.11243278
635,5378-IKEEG,0.8374996
636,9975-SKRNR,0.16036649
637,1449-XQEMT,0.19945246
638,3682-YEUWS,0.08023769
639,1223-UNPKS,0.007746662
640,4486-EFAEB,0.07679062
641,7853-GVUDZ,0.5243878
642,2303-PJYHN,0.23494138
643,9795-VOWON,0.12413019
644,1237-WIYYZ,0.08533431
645,4430-UZIPO,0.43497768
646,0909-SDHNU,0.21765345
647,1699-TLDLZ,0.011241455
648,9150-KPBJQ,0.011038681
649,9367-TCUYN,0.09583798
650,4140-WJAWW,0.17669442
651,7298-IZWLY,0.35770276
652,4815-TUMEQ,0.07011402
653,4092-OFQZS,0.021558892
654,1561-BWHIN,0.039094865
655,2955-PSXOE,0.55627006
656,6133-OZILE,0.31633055
657,5673-TIYIB,0.53603566
658,8314-HTWVE,0.0148128765
659,8779-YIQQA,0.03606775
660,8739-QOTTN,0.14903054
661,2606-RMDHZ,0.48056158
662,5774-XZTQC,0.12585467
663,6861-OKBCE,0.117471255
664,1328-EUZHC,0.009816364
665,1383-EZRWL,0.15395078
666,4625-EWPTF,0.53321177
667,1156-ZFYDO,0.3424458
668,0303-WMMRN,0.16655833
669,1078-TDCRN,0.6481866
670,7017-VFULY,0.178615
671,5562-YJQGT,0.2119877
672,4801-KFYKL,0.16413848
673,3472-OAOOR,0.1774455
674,7721-DVEKZ,0.36057886
675,7813-TKCVO,0.023976192
676,3823-KYNQY,0.044798262
677,3776-EKTKM,0.8907781
678,6202-JVYEU,0.06505824
679,7845-URHJN,0.16341929
680,5018-HEKFO,0.12240302
681,2923-ARZLG,0.08268336
682,3976-NLDEZ,0.2956523
683,8044-BGWPI,0.09413768
684,1755-RMCXH,0.11625693
685,3239-TPHPZ,0.018490931
686,8075-GXIUB,0.048839845
687,9708-KFDBY,0.2795968
688,8053-WWDRO,0.19617327
689,2690-DVRVK,0.057338174
690,5688-KZTSN,0.07971229
691,9441-QHEVC,0.15487489
692,6082-GLJIX,0.08392156
693,5143-EGQFK,0.5982145
694,2495-TTHBQ,0.043095987
695,9229-RQABD,0.045951623
696,8676-OOQEJ,0.393162
697,5515-IDEJJ,0.40372
698,3936-QQFLL,0.14398679
699,5057-RKGLH,0.01329933
700,7932-WPTDS,0.86634237
701,6141-OOXUQ,0.35982278
702,9970-QBCDA,0.1329212
703,8718-PTMEZ,0.44566703
704,0221-NAUXK,0.03792729
705,0804-XBFBV,0.3627177
706,4987-GQWPO,0.15394714
707,4776-XSKYQ,0.11016702
708,8048-DSDFQ,0.3933177
709,2892-GESUL,0.014522076
710,5919-VCZYM,0.105998956
711,0778-NELLA,0.5643375
712,3803-KMQFW,0.35241106
713,7880-XSOJX,0.21837835
714,8746-BFOAJ,0.032962874
715,8457-XIGKN,0.053403582
716,6339-DKLMK,0.42093432
717,5088-QZLRL,0.31155366
718,4397-FRLTA,0.14818078
719,5087-SUURX,0.58722883
720,4667-OHGKG,0.34496838
721,5063-IUOKK,0.013527012
722,2308-STERM,0.1805468
723,1493-AMTIE,0.5590561
724,0816-TSPHQ,0.11625693
725,9932-WBWIK,0.08192117
726,5028-HTLJB,0.6454951
727,6542-LWGXJ,0.4610331
728,1222-LRYKO,0.10110247
729,2320-JRSDE,0.49508458
730,5143-WMWOG,0.42965868
731,6490-FGZAT,0.10485021
732,2320-TZRRH,0.025340008
733,5510-BOIUJ,0.38103598
734,4396-KLSEH,0.20715751
735,6469-QJKZW,0.15461005
736,7812-FZHPE,0.11792897
737,6260-XLACS,0.041512977
738,9103-CXVOK,0.3567588
739,6982-UQZLY,0.693365
740,3841-CONLJ,0.62372833
741,5619-XZZKR,0.036714464
742,3785-NRHYR,0.35982278
743,5602-BVFMK,0.03542044
744,9648-BCHKM,0.021646727
745,4936-YPJNK,0.075315714
746,8749-CLJXC,0.34375906
747,5049-GLYVG,0.2956523
748,7636-XUHWW,0.15681218
749,1539-LNKHM,0.12349187
750,3090-QFUVD,0.3347381
751,4815-GBTCD,0.58024013
752,8066-POXGX,0.56768596
753,7854-EKTJL,0.37633342
754,0787-LHDYT,0.07238019
755,4976-LNFVV,0.35685617
756,2862-JVEOY,0.022199666
757,2621-UDNLU,0.15832803
758,7526-IVLYU,0.17195147
759,0568-ONFPC,0.14012319
760,8909-BOLNL,0.04586566
761,3538-WZPHD,0.7510108
762,2138-VFAPZ,0.016416177
763,6131-JLWZM,0.07956682
764,4905-JEFDW,0.39208952
765,3549-ZTMNH,0.027981892
766,4786-UKSNZ,0.3933177
767,1976-AZZPJ,0.2274599
768,5144-PQCDZ,0.104130626
769,4712-AUQZO,0.21973258
770,2862-PFNIK,0.69119716
771,4430-YHXGG,0.14124903
772,2049-BAFNW,0.5300827
773,5167-GBFRE,0.6576449
774,7094-MSZAO,0.06652205
775,3721-CNZHX,0.04319752
776,1099-GODLO,0.013683569
777,6828-HMKWP,0.013781876
778,4367-NHWMM,0.6013457
779,4451-RWASJ,0.036992457
780,3752-CQSJI,0.06980509
781,5025-GOOKI,0.07907414
782,4770-QAZXN,0.08838393
783,0282-NVSJS,0.21186574
784,7353-YOWFP,0.04340448
785,3363-EWLGO,0.13553798
786,6338-AVWCY,0.66039747
787,4079-ULGFR,0.07143598
788,1397-XKKWR,0.07125866
789,3387-PLKUI,0.1078911
790,3797-VTIDR,0.82003707
791,9526-BIHHD,0.3527873
792,0690-SRQID,0.18017787
793,8573-CGOCC,0.08331168
794,7356-AYNJP,0.0939387
795,6286-SUUWT,0.40372
796,4819-HJPIW,0.15393607
797,7337-CINUD,0.015251736
798,7609-NRNCA,0.031235024
799,9638-JIQYA,0.5557917
800,3039-MJSLN,0.16345318
801,0178-CIIKR,0.13942802
802,3069-SSVSN,0.15595478
803,4903-UYAVB,0.1860915
804,6776-TLWOI,0.17979798
805,3845-FXCYS,0.26424935
806,5857-XRECV,0.060838442
807,2220-IAHLS,0.25717854
808,8650-RHRKE,0.6139757
809,0224-NIJLP,0.014168662
810,7542-CYDDM,0.04814951
811,3058-WQDRE,0.20037651
812,8999-EXMNO,0.009816364
813,1496-GGSUK,0.8474625
814,9962-BFPDU,0.31920305
815,6394-HHHZM,0.12758589
816,9374-YOLBJ,0.31479493
817,3751-KTZEL,0.5962325
818,5066-GFJMM,0.13632905
819,0458-HEUZG,0.02149686
