,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,m6_Revenue,LTV_Cluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
32,14344.0,14,3,31,0,290.22999999999996,0,3,244.04999999999998,0,0,0,1
33,15379.0,16,3,31,0,581.02,0,3,440.1800000000002,0,0,0,1
34,15367.0,11,3,66,0,1406.2799999999993,0,3,461.40999999999997,0,0,0,1
35,16057.0,6,3,30,0,290.26000000000005,0,3,1203.58,0,0,0,1
36,14334.0,11,3,64,0,992.9099999999997,0,3,873.98,0,0,0,1
37,14211.0,15,3,27,0,418.34000000000003,0,3,1327.4599999999996,0,0,0,1
38,15724.0,9,3,7,0,108.65,0,3,0.0,0,0,0,1
39,18173.0,7,3,25,0,1728.84,0,3,378.0,0,0,0,1
40,14976.0,3,3,31,0,269.31,0,3,340.6,0,0,0,1
41,15093.0,6,3,18,0,785.74,0,3,1200.34,0,0,0,1
42,16912.0,7,3,20,0,373.81,0,3,1397.2199999999996,0,0,0,1
43,14083.0,7,3,3,0,29.58,0,3,59.45,0,0,0,1
44,13225.0,4,3,9,0,890.6399999999999,0,3,1358.76,0,0,0,1
45,16293.0,15,3,45,0,750.99,0,3,1110.7500000000002,0,0,0,1
46,14226.0,6,3,48,0,1678.8499999999995,0,3,522.79,0,0,0,1
47,16497.0,11,3,60,0,1038.3200000000002,0,3,1414.99,0,0,0,1
48,17515.0,14,3,46,0,339.89,0,3,67.64999999999999,0,0,0,1
49,13946.0,9,3,9,0,485.96999999999997,0,3,75.6,0,0,0,1
50,13650.0,13,3,38,0,718.5199999999998,0,3,1090.82,0,0,0,1
51,18168.0,11,3,59,0,399.1,0,3,115.15000000000002,0,0,0,1
52,12937.0,5,3,28,0,428.2300000000001,0,3,1076.0399999999997,0,0,0,1
53,17591.0,11,3,33,0,781.8599999999997,0,3,576.4000000000001,0,0,0,1
54,15648.0,11,3,28,0,599.9,0,3,0.0,0,0,0,1
55,15854.0,12,3,62,0,837.0900000000003,0,3,1255.55,0,0,0,1
56,13591.0,12,3,38,0,776.23,0,3,340.9,0,0,0,1
57,16023.0,0,3,65,0,500.69,0,3,219.11999999999998,0,0,0,1
58,13911.0,4,3,66,0,1144.6399999999996,0,3,877.0000000000001,0,0,0,1
59,15938.0,9,3,8,0,260.4,0,3,69.28,0,0,0,1
60,16444.0,2,3,47,0,224.18000000000004,0,3,414.59000000000003,0,0,0,1
61,14217.0,6,3,20,0,422.09,0,3,1046.9400000000003,0,0,0,1
62,13592.0,13,3,13,0,205.50999999999996,0,3,42.45,0,0,0,1
63,15288.0,8,3,43,0,1458.3500000000001,0,3,682.5200000000001,0,0,0,1
64,15140.0,6,3,39,0,1127.45,0,3,1222.55,0,0,0,1
65,15855.0,14,3,39,0,342.5099999999999,0,3,369.7300000000001,0,0,0,1
66,18008.0,10,3,15,0,1934.6,0,3,50.78,0,0,0,1
67,17152.0,2,3,16,0,1503.5,0,3,0.0,0,0,0,1
68,13900.0,0,3,42,0,732.4499999999997,0,3,8.5,0,0,0,1
69,15132.0,7,3,25,0,489.87,0,3,488.05999999999995,0,0,0,1
70,16809.0,16,3,66,0,341.12999999999994,0,3,571.6100000000001,0,0,0,1
71,15658.0,5,3,25,0,418.95000000000005,0,3,7.5,0,0,0,1
72,14513.0,14,3,10,0,281.5,0,3,138.24,0,0,0,1
73,17519.0,14,3,28,0,620.3,0,3,888.4200000000002,0,0,0,1
74,14794.0,11,3,32,0,466.53999999999996,0,3,421.61,0,0,0,1
75,14209.0,14,3,38,0,728.8999999999996,0,3,990.28,0,0,0,1
76,14758.0,13,3,57,0,1206.9399999999998,0,3,277.12000000000006,0,0,0,1
77,13662.0,15,3,38,0,522.16,0,3,356.92,0,0,0,1
78,16618.0,11,3,20,0,696.18,0,3,1206.2999999999995,0,0,0,1
79,12916.0,9,3,43,0,1441.1299999999997,0,3,693.37,0,0,0,1
80,16434.0,0,3,15,0,323.21999999999997,0,3,798.0300000000001,0,0,0,1
81,15716.0,9,3,55,0,355.34,0,3,216.36999999999995,0,0,0,1
82,14878.0,9,3,34,0,417.8499999999999,0,3,633.7999999999998,0,0,0,1
83,12877.0,8,3,17,0,352.58,0,3,754.070000000001,0,0,0,1
84,13481.0,0,3,61,0,970.4899999999997,0,3,810.5699999999999,0,0,0,1
85,15624.0,14,3,18,0,311.3999999999999,0,3,276.73,0,0,0,1
86,15809.0,11,3,13,0,184.51,0,3,15.899999999999997,0,0,0,1
87,16455.0,12,3,29,0,601.7999999999998,0,3,707.4,0,0,0,1
88,18177.0,11,3,44,0,686.4,0,3,627.7700000000001,0,0,0,1
89,13769.0,15,3,43,0,818.7400000000002,0,3,1014.3900000000002,0,0,0,1
90,16218.0,14,3,26,0,1257.46,0,3,1326.11,0,0,0,1
91,13728.0,6,3,22,0,335.34999999999997,0,3,522.21,0,0,0,1
92,15785.0,5,3,17,0,390.87,0,3,984.3,0,0,0,1
93,14828.0,4,3,12,0,1557.7600000000002,0,3,0.0,0,0,0,1
94,16092.0,5,3,37,0,593.7299999999999,0,3,185.63,0,0,0,1
95,17526.0,12,3,2,0,-458.29999999999995,0,3,0.0,0,0,0,1
96,12909.0,4,3,67,0,1500.7700000000002,0,3,628.06,0,0,0,1
97,16681.0,12,3,25,0,875.8400000000003,0,3,894.5,0,0,0,1
98,13118.0,16,3,34,0,608.77,0,3,338.71000000000015,0,0,0,1
99,13758.0,9,3,62,0,1210.27,0,3,839.0299999999999,0,0,0,1
100,17288.0,15,3,11,0,373.18,0,3,756.03,0,0,0,1
101,17287.0,13,3,24,0,277.64,0,3,563.7699999999996,0,0,0,1
102,17457.0,12,3,3,0,680.5799999999999,0,3,340.06,0,0,0,1
103,14195.0,9,3,8,0,962.6999999999998,0,3,0.0,0,0,0,1
104,17648.0,0,3,65,0,1107.39,0,3,682.16,0,0,0,1
105,17114.0,16,3,24,0,159.99999999999997,0,3,226.14000000000001,0,0,0,1
106,12951.0,11,3,18,0,318.78999999999996,0,3,113.4,0,0,0,1
107,16906.0,13,3,36,0,213.63999999999996,0,3,366.1299999999999,0,0,0,1
108,16696.0,11,3,9,0,558.9,0,3,99.0,0,0,0,1
109,17682.0,0,3,36,0,715.9100000000001,0,3,1351.92,0,0,0,1
110,15201.0,7,3,45,0,590.4900000000002,0,3,337.35000000000025,0,0,0,1
111,17042.0,4,3,56,0,495.3900000000001,0,3,427.42999999999995,0,0,0,1
112,13771.0,7,3,70,0,1464.8500000000006,0,3,1166.8500000000001,0,0,0,1
113,15910.0,14,3,57,0,239.70999999999998,0,3,548.22,0,0,0,1
114,13752.0,16,3,56,0,724.6700000000001,0,3,461.61,0,0,0,1
115,17790.0,6,3,35,0,380.6600000000001,0,3,1068.5399999999997,0,0,0,1
116,18061.0,14,3,12,0,373.29,0,3,928.79,0,0,0,1
117,12999.0,4,3,28,0,455.8799999999999,0,3,0.0,0,0,0,1
118,17054.0,15,3,54,0,918.8199999999998,0,3,435.0099999999999,0,0,0,1
119,17550.0,5,3,42,0,267.16000000000014,0,3,0.0,0,0,0,1
120,16407.0,2,3,19,0,254.39999999999998,0,3,1332.1900000000005,0,0,0,1
121,13549.0,0,3,29,0,510.4700000000001,0,3,405.65000000000003,0,0,0,1
122,13824.0,11,3,15,0,790.0999999999999,0,3,465.96000000000004,0,0,0,1
123,14738.0,6,3,14,0,320.92,0,3,764.2500000000002,0,0,0,1
124,14289.0,7,3,15,0,271.98,0,3,238.56000000000003,0,0,0,1
125,17819.0,2,3,13,0,1032.9,0,3,835.8500000000001,0,0,0,1
126,13208.0,14,3,68,0,531.76,0,3,505.69000000000005,0,0,0,1
127,16966.0,5,3,20,0,1154.4,0,3,608.27,0,0,0,1
128,16175.0,12,3,28,0,466.9799999999999,0,3,570.61,0,0,0,1
129,15813.0,15,3,40,0,1303.9099999999999,0,3,0.0,0,0,0,1
130,17058.0,7,3,49,0,819.6600000000001,0,3,360.23,0,0,0,1
131,13317.0,6,3,57,0,1037.7199999999996,0,3,864.3000000000003,0,0,0,1
132,16249.0,9,3,27,0,1020.5300000000001,0,3,779.5400000000001,0,0,0,1
133,13590.0,7,3,26,0,602.9700000000001,0,3,1064.09,0,0,0,1
134,15027.0,5,3,16,0,639.9199999999998,0,3,412.02999999999986,0,0,0,1
135,15172.0,4,3,38,0,526.1999999999999,0,3,721.7499999999999,0,0,0,1
136,13692.0,11,3,34,0,850.1300000000005,0,3,616.74,0,0,0,1
137,16639.0,14,3,20,0,471.15,0,3,698.2299999999998,0,0,0,1
138,16226.0,11,3,8,0,255.11999999999998,0,3,0.0,0,0,0,1
139,17663.0,6,3,20,0,411.46999999999997,0,3,1005.4100000000001,0,0,0,1
140,13479.0,5,3,16,0,291.0,0,3,0.0,0,0,0,1
141,13376.0,11,3,39,0,770.0000000000001,0,3,249.76000000000002,0,0,0,1
142,13719.0,13,3,20,0,338.73999999999995,0,3,702.9399999999999,0,0,0,1
143,14201.0,15,3,15,0,237.62000000000006,0,3,383.17999999999995,0,0,0,1
144,15260.0,11,3,21,0,462.09999999999997,0,3,898.1700000000002,0,0,0,1
145,17454.0,0,3,23,0,219.43000000000004,0,3,0.0,0,0,0,1
146,16676.0,12,3,38,0,600.28,0,3,493.62,0,0,0,1
147,13223.0,8,3,5,0,163.20000000000002,0,3,0.0,0,0,0,1
148,16146.0,11,3,28,0,659.1299999999999,0,3,75.0,0,0,0,1
149,14210.0,5,3,33,0,622.2600000000002,0,3,301.24,0,0,0,1
150,16016.0,4,3,57,0,435.29999999999995,0,3,533.6399999999998,0,0,0,1
151,15768.0,11,3,19,0,439.15000000000003,0,3,142.68,0,0,0,1
152,16554.0,11,3,31,0,226.11000000000004,0,3,522.9900000000001,0,0,0,1
153,17615.0,11,3,11,0,272.3,0,3,57.3,0,0,0,1
154,15620.0,11,3,31,0,429.56999999999994,0,3,670.3399999999999,0,0,0,1
155,17955.0,6,3,19,0,557.3,0,3,0.0,0,0,0,1
156,15128.0,7,3,37,0,449.0400000000001,0,3,970.5,0,0,0,1
157,15987.0,7,3,4,0,402.6,0,3,935.2,0,0,0,1
158,13831.0,8,3,56,0,689.9899999999999,0,3,1105.0,0,0,0,1
159,13762.0,12,3,14,0,4.263256414560601e-14,0,3,0.0,0,0,0,1
160,17527.0,14,3,8,0,251.54999999999995,0,3,637.3100000000002,0,0,0,1
161,17522.0,14,3,13,0,248.42,0,3,663.83,0,0,0,1
162,13450.0,12,3,21,0,678.54,0,3,1365.1799999999998,0,0,0,1
163,17423.0,14,3,12,0,432.14,0,3,231.49000000000007,0,0,0,1
164,16832.0,11,3,11,0,136.65000000000003,0,3,62.5,0,0,0,1
165,15796.0,7,3,36,0,632.8700000000001,0,3,1245.1200000000003,0,0,0,1
166,17007.0,9,3,14,0,255.61,0,3,427.2,0,0,0,1
167,17612.0,14,3,32,0,333.11,0,3,1360.1399999999992,0,0,0,1
168,15729.0,5,3,6,0,62.0,0,3,0.0,0,0,0,1
169,14731.0,13,3,30,0,251.02,0,3,129.0,0,0,0,1
170,18136.0,14,3,15,0,289.35999999999996,0,3,183.48000000000002,0,0,0,1
171,16116.0,13,3,35,0,592.8800000000001,0,3,0.0,0,0,0,1
172,14000.0,14,3,16,0,633.71,0,3,0.0,0,0,0,1
173,17671.0,11,3,13,0,288.0,0,3,601.9,0,0,0,1
174,14342.0,13,3,10,0,248.75000000000003,0,3,358.96,0,0,0,1
175,16206.0,16,3,16,0,127.45000000000002,0,3,248.31,0,0,0,1
176,14689.0,16,3,13,0,112.80000000000001,0,3,0.0,0,0,0,1
177,17302.0,16,3,24,0,120.27000000000001,0,3,816.8099999999998,0,0,0,1
178,15440.0,16,3,20,0,125.80000000000001,0,3,257.87999999999994,0,0,0,1
179,16466.0,16,3,19,0,212.39999999999998,0,3,1279.3900000000006,0,0,0,1
180,15164.0,16,3,40,0,194.79,0,3,474.8699999999999,0,0,0,1
181,15333.0,16,3,16,0,1028.56,0,3,0.0,0,0,0,1
182,15081.0,12,3,11,0,119.44999999999997,0,3,256.75,0,0,0,1
183,16283.0,16,3,36,0,277.80999999999995,0,3,1048.4299999999992,0,0,0,1
184,17263.0,16,3,23,0,63.440000000000005,0,3,0.0,0,0,0,1
185,16034.0,3,3,13,0,284.1,0,3,0.0,0,0,0,1
186,16877.0,15,3,26,0,77.75000000000006,0,3,775.9699999999996,0,0,0,1
187,12993.0,15,3,4,0,72.4,0,3,239.46,0,0,0,1
188,17228.0,15,3,34,0,208.19999999999996,0,3,1218.5099999999998,0,0,0,1
189,16496.0,15,3,30,0,448.34,0,3,-37.3,0,0,0,1
190,16642.0,14,3,16,0,299.23,0,3,0.0,0,0,0,1
191,12871.0,15,3,4,0,132.0,0,3,248.64000000000001,0,0,0,1
192,14038.0,7,3,46,0,710.4200000000001,0,3,844.0600000000002,0,0,0,1
193,14489.0,15,3,30,0,463.38000000000005,0,3,0.0,0,0,0,1
194,14888.0,15,3,20,0,369.2,0,3,0.0,0,0,0,1
195,17190.0,15,3,1,0,195.0,0,3,54.73999999999998,0,0,0,1
196,16899.0,14,3,25,0,176.99999999999994,0,3,622.43,0,0,0,1
197,17898.0,14,3,20,0,99.83999999999999,0,3,52.21999999999999,0,0,0,1
198,13976.0,14,3,10,0,357.9800000000001,0,3,0.0,0,0,0,1
199,14320.0,14,3,8,0,125.28000000000003,0,3,0.0,0,0,0,1
200,16139.0,14,3,6,0,139.79999999999998,0,3,495.60999999999996,0,0,0,1
201,17147.0,14,3,28,0,563.61,0,3,741.4800000000001,0,0,0,1
202,13246.0,14,3,36,0,564.9600000000002,0,3,273.58000000000004,0,0,0,1
203,18043.0,14,3,33,0,135.35000000000005,0,3,107.70000000000002,0,0,0,1
204,15730.0,12,3,32,0,454.92999999999995,0,3,653.4500000000003,0,0,0,1
205,13309.0,14,3,13,0,155.93,0,3,675.2700000000001,0,0,0,1
206,13310.0,7,3,27,0,396.9199999999999,0,3,314.38,0,0,0,1
207,16266.0,8,3,29,0,371.8399999999999,0,3,490.0499999999998,0,0,0,1
208,15123.0,14,3,53,0,1069.4699999999993,0,3,0.0,0,0,0,1
209,17702.0,13,3,30,0,439.80000000000007,0,3,1368.07,0,0,0,1
210,17505.0,13,3,26,0,486.98999999999995,0,3,658.8500000000001,0,0,0,1
211,16446.0,13,3,2,0,2.9,0,3,0.0,0,0,0,1
212,17556.0,13,3,6,0,157.9,0,3,0.0,0,0,0,1
213,16775.0,13,3,12,0,114.7,0,3,1003.8600000000004,0,0,0,1
214,14583.0,13,3,64,0,174.51000000000008,0,3,613.1300000000003,0,0,0,1
215,13572.0,13,3,33,0,1384.25,0,3,0.0,0,0,0,1
216,13659.0,4,3,46,0,505.4499999999999,0,3,0.0,0,0,0,1
217,14009.0,5,3,44,0,685.9299999999998,0,3,0.0,0,0,0,1
218,14565.0,11,3,25,0,699.6399999999999,0,3,1206.7199999999998,0,0,0,1
219,13258.0,13,3,15,0,224.62000000000003,0,3,473.96,0,0,0,1
220,18097.0,13,3,40,0,799.3799999999999,0,3,549.89,0,0,0,1
221,14463.0,13,3,2,0,115.92,0,3,413.7,0,0,0,1
222,13192.0,13,3,33,0,464.32000000000005,0,3,447.61999999999995,0,0,0,1
223,16987.0,12,3,22,0,213.05,0,3,1180.0700000000002,0,0,0,1
224,13417.0,12,3,10,0,236.00000000000003,0,3,0.0,0,0,0,1
225,17047.0,12,3,43,0,749.4300000000001,0,3,351.47,0,0,0,1
226,13531.0,12,3,7,0,178.35,0,3,0.0,0,0,0,1
227,15116.0,12,3,15,0,479.65,0,3,873.1,0,0,0,1
228,16647.0,12,3,9,0,127.75,0,3,86.31,0,0,0,1
229,13627.0,12,3,21,0,294.72999999999996,0,3,1018.1000000000004,0,0,0,1
230,15630.0,7,3,22,0,390.9100000000001,0,3,789.4899999999999,0,0,0,1
231,14896.0,12,3,11,0,211.54999999999998,0,3,0.0,0,0,0,1
232,17245.0,12,3,9,0,171.45,0,3,0.0,0,0,0,1
233,16008.0,12,3,6,0,139.15,0,3,339.63,0,0,0,1
234,17871.0,12,3,10,0,155.89999999999998,0,3,0.0,0,0,0,1
235,13529.0,12,3,7,0,181.1,0,3,126.65999999999998,0,0,0,1
236,12897.0,12,3,2,0,87.7,0,3,0.0,0,0,0,1
237,15599.0,12,3,29,0,448.8299999999999,0,3,312.91,0,0,0,1
238,15862.0,12,3,23,0,136.78000000000003,0,3,168.71999999999997,0,0,0,1
239,16998.0,7,3,3,0,189.60000000000002,0,3,7.42,0,0,0,1
240,15394.0,12,3,30,0,848.7800000000001,0,3,747.0999999999998,0,0,0,1
241,17980.0,12,3,11,0,267.54999999999995,0,3,248.7,0,0,0,1
242,14859.0,7,3,12,0,295.15999999999997,0,3,1056.8799999999999,0,0,0,1
243,16463.0,4,3,20,0,314.4200000000001,0,3,1069.28,0,0,0,1
244,15791.0,12,3,54,0,1223.2400000000002,0,3,381.20000000000005,0,0,0,1
245,13405.0,11,3,19,0,397.4,0,3,15.001,0,0,0,1
246,17560.0,11,3,13,0,323.95,0,3,368.90000000000003,0,0,0,1
247,13887.0,11,3,19,0,349.54999999999995,0,3,0.0,0,0,0,1
248,14551.0,11,3,7,0,125.43,0,3,60.8,0,0,0,1
249,15122.0,4,3,24,0,525.9200000000001,0,3,701.07,0,0,0,1
250,17166.0,4,3,12,0,110.73999999999998,0,3,78.75,0,0,0,1
251,17926.0,11,3,11,0,211.73000000000002,0,3,185.56,0,0,0,1
252,15370.0,11,3,15,0,373.72,0,3,1232.6100000000001,0,0,0,1
253,13391.0,11,3,1,0,59.8,0,3,0.0,0,0,0,1
254,17455.0,11,3,8,0,131.7,0,3,0.0,0,0,0,1
255,12935.0,5,3,27,0,430.3499999999999,0,3,950.6899999999998,0,0,0,1
256,13151.0,11,3,1,0,-7.5,0,3,0.0,0,0,0,1
257,13308.0,11,3,26,0,814.95,0,3,552.6600000000001,0,0,0,1
258,13856.0,11,3,7,0,94.39999999999999,0,3,269.0,0,0,0,1
259,13243.0,11,3,58,0,600.07,0,3,0.0,0,0,0,1
260,15095.0,11,3,29,0,770.5,0,3,594.1999999999999,0,0,0,1
261,18048.0,11,3,7,0,172.29000000000002,0,3,0.0,0,0,0,1
262,17867.0,10,3,4,0,578.5500000000001,0,3,31.449999999999914,0,0,0,1
263,18287.0,9,3,29,0,765.28,0,3,1072.0,0,0,0,1
264,18150.0,9,3,14,0,227.57999999999998,0,3,338.99999999999994,0,0,0,1
265,16690.0,9,3,5,0,86.5,0,3,122.13000000000001,0,0,0,1
266,16038.0,9,3,19,0,316.94999999999993,0,3,58.93000000000001,0,0,0,1
267,13972.0,9,3,9,0,145.90000000000003,0,3,44.35,0,0,0,1
268,13227.0,9,3,9,0,257.7,0,3,0.0,0,0,0,1
269,18125.0,9,3,47,0,212.93,0,3,197.85,0,0,0,1
270,13657.0,9,3,9,0,152.33999999999997,0,3,229.79999999999998,0,0,0,1
271,17176.0,9,3,15,0,306.13,0,3,0.0,0,0,0,1
272,14837.0,9,3,30,0,492.2600000000001,0,3,1148.9400000000007,0,0,0,1
273,14682.0,9,3,1,0,20.8,0,3,31.200000000000003,0,0,0,1
274,14921.0,9,3,53,0,903.0100000000002,0,3,413.06,0,0,0,1
275,16341.0,4,3,32,0,792.2100000000002,0,3,1167.17,0,0,0,1
276,14647.0,9,3,30,0,243.21999999999994,0,3,0.0,0,0,0,1
277,15292.0,9,3,25,0,180.93999999999997,0,3,0.0,0,0,0,1
278,14514.0,9,3,13,0,147.86,0,3,652.24,0,0,0,1
279,15705.0,8,3,6,0,143.10000000000002,0,3,0.0,0,0,0,1
280,13339.0,8,3,54,0,860.1200000000002,0,3,0.0,0,0,0,1
281,13885.0,8,3,23,0,399.1500000000001,0,3,107.65,0,0,0,1
282,15563.0,8,3,40,0,465.4300000000002,0,3,595.22,0,0,0,1
283,13546.0,8,3,27,0,188.16000000000003,0,3,438.8299999999997,0,0,0,1
284,17715.0,8,3,1,0,326.4,0,3,0.0,0,0,0,1
285,15602.0,8,3,5,0,138.2,0,3,561.33,0,0,0,1
286,18160.0,8,3,19,0,318.55000000000007,0,3,319.51000000000005,0,0,0,1
287,15434.0,6,3,16,0,262.96,0,3,583.6199999999999,0,0,0,1
288,13455.0,8,3,1,0,-8.95,0,3,365.40000000000003,0,0,0,1
289,15734.0,8,3,11,0,578.65,0,3,760.8000000000002,0,0,0,1
290,16086.0,7,3,11,0,306.53000000000003,0,3,534.33,0,0,0,1
291,13737.0,7,3,30,0,339.59999999999997,0,3,0.0,0,0,0,1
292,16992.0,7,3,15,0,249.55,0,3,943.1600000000002,0,0,0,1
293,14047.0,7,3,5,0,339.70000000000005,0,3,321.54,0,0,0,1
294,18202.0,7,3,45,0,911.2599999999998,0,3,0.0,0,0,0,1
295,13213.0,6,3,23,0,415.28,0,3,1103.15,0,0,0,1
296,18018.0,7,3,2,0,37.45,0,3,84.68999999999998,0,0,0,1
297,13168.0,7,3,13,0,122.38,0,3,346.53,0,0,0,1
298,15314.0,7,3,24,0,327.97,0,3,0.0,0,0,0,1
299,17521.0,7,3,8,0,159.55999999999997,0,3,562.3999999999999,0,0,0,1
300,17375.0,6,3,26,0,113.72999999999999,0,3,-27.6,0,0,0,1
301,15042.0,6,3,5,0,135.93,0,3,0.0,0,0,0,1
302,12863.0,6,3,1,0,-17.0,0,3,521.2,0,0,0,1
303,16091.0,6,3,10,0,157.25,0,3,157.81,0,0,0,1
304,14593.0,6,3,64,0,339.59000000000003,0,3,278.40000000000003,0,0,0,1
305,15882.0,6,3,7,0,145.04,0,3,0.0,0,0,0,1
306,14287.0,6,3,4,0,83.28,0,3,-25.4,0,0,0,1
307,16763.0,6,3,23,0,611.8500000000001,0,3,-16.95,0,0,0,1
308,14705.0,6,3,1,0,179.0,0,3,0.0,0,0,0,1
309,14985.0,6,3,37,0,172.2399999999999,0,3,0.0,0,0,0,1
310,15203.0,6,3,36,0,480.9600000000001,0,3,1134.8999999999994,0,0,0,1
311,14522.0,5,3,7,0,278.63,0,3,695.91,0,0,0,1
312,16448.0,5,3,20,0,188.89,0,3,0.0,0,0,0,1
313,14584.0,4,3,52,0,474.79999999999984,0,3,554.4599999999998,0,0,0,1
314,12974.0,5,3,8,0,144.8,0,3,0.0,0,0,0,1
315,12942.0,5,3,8,0,137.76999999999998,0,3,287.3799999999999,0,0,0,1
316,12987.0,5,3,14,0,304.3,0,3,240.7,0,0,0,1
317,14816.0,5,3,4,0,271.85,0,3,0.0,0,0,0,1
318,15852.0,5,3,21,0,103.21000000000001,0,3,57.5,0,0,0,1
319,16624.0,5,3,21,0,426.4299999999999,0,3,384.14,0,0,0,1
320,18232.0,0,3,24,0,370.98,0,3,211.49,0,0,0,1
321,16369.0,4,3,15,0,354.45,0,3,1199.2100000000003,0,0,0,1
322,14280.0,4,3,8,0,134.04,0,3,0.0,0,0,0,1
323,17345.0,4,3,22,0,128.33000000000004,0,3,409.4099999999999,0,0,0,1
324,16275.0,4,3,33,0,559.8699999999999,0,3,0.0,0,0,0,1
325,16726.0,4,3,10,0,191.40000000000003,0,3,586.8299999999998,0,0,0,1
326,14338.0,4,3,30,0,579.9699999999999,0,3,-25.75,0,0,0,1
327,15402.0,4,3,28,0,440.98999999999995,0,3,185.77999999999997,0,0,0,1
328,16323.0,4,3,1,0,207.50000000000003,0,3,0.0,0,0,0,1
329,17412.0,4,3,6,0,120.69999999999999,0,3,361.84000000000003,0,0,0,1
330,14625.0,4,3,19,0,314.1,0,3,-13.5,0,0,0,1
331,14451.0,2,3,52,0,359.9999999999999,0,3,302.59,0,0,0,1
332,14823.0,2,3,46,0,210.64999999999995,0,3,110.78000000000002,0,0,0,1
333,15897.0,2,3,24,0,222.05,0,3,0.0,0,0,0,1
334,16567.0,2,3,9,0,308.03999999999996,0,3,0.0,0,0,0,1
335,17051.0,2,3,43,0,247.14,0,3,0.0,0,0,0,1
336,15925.0,1,3,12,0,207.15,0,3,0.0,0,0,0,1
337,16566.0,0,3,4,0,185.22000000000003,0,3,333.89,0,0,0,1
338,15863.0,0,3,2,0,9.2,0,3,59.64000000000001,0,0,0,1
339,16470.0,0,3,20,0,129.32,0,3,416.7299999999997,0,0,0,1
340,16483.0,0,3,19,0,139.35000000000002,0,3,0.0,0,0,0,1
341,13398.0,0,3,26,0,457.3400000000001,0,3,0.0,0,0,0,1
342,13070.0,0,3,9,0,228.8,0,3,0.0,0,0,0,1
343,14819.0,0,3,3,0,84.72,0,3,187.35,0,0,0,1
344,18190.0,0,3,6,0,113.0,0,3,0.0,0,0,0,1
345,15163.0,0,3,10,0,155.00000000000003,0,3,149.47000000000003,0,0,0,1
346,16810.0,0,3,15,0,309.53999999999996,0,3,0.0,0,0,0,1
347,14732.0,28,2,47,0,777.3799999999998,0,2,1241.7499999999998,0,0,1,0
348,15092.0,23,2,26,0,457.80999999999995,0,2,0.0,0,0,1,0
349,15953.0,19,2,14,0,413.94999999999993,0,2,827.2899999999998,0,0,1,0
